-BEGIN HEADER-,,,,,,,,,,
2019,5,17,10,38.55,13.43,0,840.11,853.55,99.53,4.51
2019,5,17,11,40.19,12.63,0,892.62,932.77,99.47,4.19
2019,5,17,12,41.26,12.27,0,841.23,884.8,99.36,3.95
2019,5,17,13,41.86,12.02,0,803.2,821.92,99.24,3.73
2019,5,17,14,42,11.9,0,683.63,691.9,99.14,3.5
2019,5,17,15,41.4,11.66,0,513.45,515.65,99.07,2.97
2019,5,17,16,40.48,11.96,0,319.78,314.9,99.02,2.05
2019,5,17,17,39.06,13.24,0,141.2,137.33,99,2.2
2019,5,17,18,35.58,17.4,0,18.9,14.58,99.01,4.89
2019,5,17,19,33.48,16.66,0,0,0,99.06,7.49
2019,5,17,20,32.25,17.27,0,0,0,99.11,8.52
2019,5,17,21,31.33,18.25,0,0,0,99.17,8.54
2019,5,17,22,30.77,18.49,0,0,0,99.19,8.39
2019,5,17,23,30.15,18.62,0,0,0,99.17,7.62
2019,5,18,0,29.48,18.8,0,0,0,99.12,6.87
2019,5,18,1,28.85,19.04,0,0,0,99.1,5.97
2019,5,18,2,28.33,19.17,0,0,0,99.09,5.06
2019,5,18,3,27.95,19.35,0,0,0,99.1,3.9
2019,5,18,4,27.74,19.04,0,0,0,99.14,2.73
2019,5,18,5,27.33,18.68,0,9.05,6.35,99.2,1.91
2019,5,18,6,28.15,18.68,0,93.8,103.88,99.29,1.44
2019,5,18,7,30.17,17.64,0,254.09,295.65,99.38,1.19
2019,5,18,8,33.48,15.75,0,434.59,503.23,99.42,1.61
2019,5,18,9,37.11,12.88,0,647.82,693.05,99.43,3.41
2019,5,18,10,39.16,11.84,0,811.77,835.98,99.41,4.04
2019,5,18,11,40.4,11.66,0,877.27,914.23,99.35,3.75
2019,5,18,12,41.23,11.66,0,809.7,841.02,99.26,3.26
2019,5,18,13,41.67,11.72,0,768.16,779.8,99.16,2.89
2019,5,18,14,41.62,11.9,0,656.28,658.27,99.08,2.79
2019,5,18,15,41.17,12.15,0,501.34,499.55,99.04,2.79
2019,5,18,16,40.23,12.57,0,294.7,296.65,99.02,3.21
2019,5,18,17,38.28,14.16,0.01,124.32,122.05,99.04,4.94
2019,5,18,18,34.76,17.15,0.01,16.27,13.85,99.09,7.35
2019,5,18,19,32.38,18.74,0.03,0,0,99.16,8.29
2019,5,18,20,30.77,20.32,0.03,0,0,99.24,7.52
2019,5,18,21,29.98,21,0.04,0,0,99.31,6.53
2019,5,18,22,29.52,21.36,0.06,0,0,99.35,5.73
2019,5,18,23,29.23,21.48,0.06,0,0,99.33,5.26
2019,5,19,0,28.95,21.55,0.04,0,0,99.27,5.08
2019,5,19,1,28.61,21.48,0.04,0,0,99.22,5.09
2019,5,19,2,28.19,21.36,0.07,0,0,99.19,5.04
2019,5,19,3,27.85,21.3,0.09,0,0,99.21,4.89
2019,5,19,4,27.72,21.12,0.1,0,0,99.26,4.83
2019,5,19,5,27.55,20.87,0.06,8.52,5.92,99.32,4.5
2019,5,19,6,28.33,20.51,0.04,90.39,89.92,99.41,3.65
2019,5,19,7,30.26,19.1,0.03,225.62,262.8,99.48,3.04
2019,5,19,8,33.23,15.69,0.02,388.88,460.9,99.55,3.59
2019,5,19,9,35.58,13,0,633.04,634.62,99.59,4.58
2019,5,19,10,37.37,11.72,0,786.6,799.05,99.6,4.61
2019,5,19,11,38.73,11.17,0,850.42,896.08,99.56,4.04
2019,5,19,12,39.73,10.99,0,803.16,836.83,99.49,3.28
2019,5,19,13,40.33,10.93,0,770.55,783.42,99.4,2.59
2019,5,19,14,40.55,10.93,0,641.39,664.17,99.31,2.1
2019,5,19,15,40.26,11.05,0,509.99,507.52,99.25,2.02
2019,5,19,16,39.46,11.29,0,297.75,301.38,99.23,2.25
2019,5,19,17,37.87,12.82,0,126.94,126.95,99.26,3.25
2019,5,19,18,34.34,16.54,0,19.1,14.73,99.31,5.65
2019,5,19,19,32.37,17.4,0,0,0,99.39,7.63
2019,5,19,20,31.06,19.17,0,0,0,99.48,8.1
2019,5,19,21,30.05,20.81,0,0,0,99.55,8.08
2019,5,19,22,29.36,21.42,0,0,0,99.59,7.91
2019,5,19,23,28.94,21.55,0,0,0,99.57,7.68
2019,5,20,0,28.63,21.48,0,0,0,99.54,7.2
2019,5,20,1,28.38,21.42,0,0,0,99.5,6.32
2019,5,20,2,28.23,21.36,0,0,0,99.48,5.33
2019,5,20,3,28.01,21.24,0,0,0,99.48,4.41
2019,5,20,4,27.69,21.18,0,0,0,99.48,3.79
2019,5,20,5,27.4,21.06,0,8.07,6.75,99.51,3.42
2019,5,20,6,28.41,20.81,0,105.53,105.42,99.57,2.89
2019,5,20,7,30.45,19.96,0,267.92,293.17,99.64,2.61
2019,5,20,8,33.19,17.82,0,473.84,504.6,99.68,2.33
2019,5,20,9,35.43,16.36,0.02,675.81,693.95,99.71,1.69
2019,5,20,10,36.92,15.75,0.03,826.29,841.1,99.71,1.16
2019,5,20,11,37.98,15.26,0.03,877.3,916.42,99.67,1.15
2019,5,20,12,38.94,14.95,0.04,805.61,838.73,99.6,1.23
2019,5,20,13,39.49,14.71,0.03,750.51,776.35,99.51,1.22
2019,5,20,14,39.64,14.47,0.02,621.48,653.95,99.4,1.22
2019,5,20,15,39.44,14.22,0.03,406.66,483.42,99.32,1.34
2019,5,20,16,38.92,13.98,0.03,246.12,290.42,99.28,1.75
2019,5,20,17,37.61,14.83,0.03,99.86,120.52,99.26,2.9
2019,5,20,18,34.69,17.52,0.03,15.84,14.25,99.29,5.74
2019,5,20,19,32.72,17.27,0.04,0,0,99.36,8.02
2019,5,20,20,31.3,18.19,0.05,0,0,99.44,8.47
2019,5,20,21,30.01,19.29,0.05,0,0,99.51,8.1
2019,5,20,22,29.35,19.84,0.05,0,0,99.52,7.56
2019,5,20,23,28.97,20.02,0.04,0,0,99.49,6.92
2019,5,21,0,28.63,20.08,0.03,0,0,99.43,6.18
2019,5,21,1,28.33,20.02,0.03,0,0,99.39,5.51
2019,5,21,2,28.11,19.96,0.03,0,0,99.35,4.92
2019,5,21,3,27.99,19.9,0.02,0,0,99.34,4.57
2019,5,21,4,27.79,19.9,0.02,0,0,99.37,4.42
2019,5,21,5,27.58,19.96,0.02,9.55,6.33,99.42,4.23
2019,5,21,6,28.26,19.84,0.01,101.88,95.12,99.49,3.65
2019,5,21,7,30.27,19.35,0.02,274.37,268.83,99.56,3.79
2019,5,21,8,33.38,17.88,0.01,451.56,447.17,99.61,3.93
2019,5,21,9,36.48,16.48,0,652.2,653.73,99.62,2.93
2019,5,21,10,38.53,15.62,0,791.79,803.73,99.58,2.04
2019,5,21,11,39.93,15.14,0,850.91,886.6,99.52,1.65
2019,5,21,12,40.87,14.65,0,829.91,861.42,99.43,1.69
2019,5,21,13,41.4,14.34,0,795.6,807.38,99.33,1.91
2019,5,21,14,41.54,14.04,0,681.12,685.1,99.24,2.21
2019,5,21,15,41.15,13.73,0,516.3,514.88,99.17,2.48
2019,5,21,16,40.37,13.43,0,316.03,317.55,99.13,3.05
2019,5,21,17,38.73,14.28,0,137.92,134.95,99.11,4.82
2019,5,21,18,35.42,16.48,0,20.54,15.88,99.14,7.56
2019,5,21,19,33.1,17.03,0,0,0,99.21,8.78
2019,5,21,20,31.46,17.64,0,0,0,99.31,8.42
2019,5,21,21,30.35,18.07,0,0,0,99.38,7.64
2019,5,21,22,29.75,18.13,0,0,0,99.39,7.29
2019,5,21,23,29.24,18.07,0,0,0,99.37,7.18
2019,5,22,0,28.69,17.94,0,0,0,99.32,7.09
2019,5,22,1,28.15,17.88,0,0,0,99.27,6.96
2019,5,22,2,27.6,17.82,0,0,0,99.22,6.83
2019,5,22,3,27.05,17.88,0,0,0,99.2,6.52
2019,5,22,4,26.48,17.94,0,0,0,99.22,6.15
2019,5,22,5,26.02,18.01,0,10.26,7.35,99.27,5.83
2019,5,22,6,26.82,18.07,0,106.95,111.33,99.36,4.85
2019,5,22,7,29.05,18.13,0,306.1,300.55,99.43,3.72
2019,5,22,8,33.13,16.42,0,515.05,512.42,99.47,3.86
2019,5,22,9,37.05,13.61,0,699.15,701.85,99.48,2.79
2019,5,22,10,40.01,11.29,0,830.84,843.95,99.45,1.27
2019,5,22,11,41.48,10.68,0,885.11,923.23,99.38,0.54
2019,5,22,12,42.26,10.5,0,761.81,793.27,99.28,0.05
2019,5,22,13,42.65,10.44,0,721.88,737.27,99.18,0.45
2019,5,22,14,42.64,10.56,0,606.77,621.75,99.1,1.03
2019,5,22,15,42.19,10.68,0,450.82,460.77,99.03,1.53
2019,5,22,16,41.36,10.86,0.01,302.95,303.5,98.99,2.01
2019,5,22,17,39.61,12.39,0.01,115.02,119.3,98.99,3.67
2019,5,22,18,35.6,15.99,0.02,19.65,15.2,99.01,6.46
2019,5,22,19,33.1,17.33,0.04,0,0,99.08,7.91
2019,5,22,20,31.51,18.92,0.08,0,0,99.16,7.84
2019,5,22,21,30.5,19.59,0.13,0,0,99.24,7.52
2019,5,22,22,29.87,19.84,0.14,0,0,99.27,7.39
2019,5,22,23,29.41,19.65,0.17,0,0,99.27,7.33
2019,5,23,0,28.85,19.41,0.21,0,0,99.24,7.01
2019,5,23,1,28.21,19.29,0.17,0,0,99.23,6.36
2019,5,23,2,27.65,19.23,0.15,0,0,99.22,5.87
2019,5,23,3,27.1,19.23,0.16,0,0,99.22,5.28
2019,5,23,4,26.58,19.23,0.13,0,0,99.24,4.84
2019,5,23,5,26.21,19.29,0.13,9.73,7.08,99.29,4.78
2019,5,23,6,26.84,19.47,0.2,91.96,102.05,99.36,4.61
2019,5,23,7,29.01,19.29,0.21,237.02,285.9,99.43,5.04
2019,5,23,8,31.66,18.62,0.19,370.27,491.4,99.49,5.33
2019,5,23,9,34.44,17.33,0,483.34,675.73,99.51,5.78
2019,5,23,10,37.27,15.69,0,521.52,815.42,99.48,6.02
2019,5,23,11,39.19,14.77,0,658.51,891.23,99.41,5.9
2019,5,23,12,40.37,14.28,0,710.36,794.75,99.3,5.45
2019,5,23,13,41.15,13.98,0,638.77,740.1,99.18,4.88
2019,5,23,14,41.43,13.92,0,602.09,623.25,99.05,4.49
2019,5,23,15,40.92,13.98,0,477.04,476.48,98.98,4.5
2019,5,23,16,40.19,14.16,0,280.28,278.4,98.92,4.92
2019,5,23,17,38.19,15.87,0,121.96,118.2,98.91,5.6
2019,5,23,18,35.35,18.01,0,20.55,14.98,98.99,5.69
2019,5,23,19,33.15,18.07,0,0,0,99.11,6.83
2019,5,23,20,31.45,18.37,0,0,0,99.16,8.45
2019,5,23,21,30.26,19.04,0,0,0,99.22,8.45
2019,5,23,22,29.56,19.35,0,0,0,99.25,7.44
2019,5,23,23,29.04,19.59,0,0,0,99.23,6.64
2019,5,24,0,28.55,19.9,0,0,0,99.2,6.06
2019,5,24,1,28.1,20.14,0,0,0,99.17,5.7
2019,5,24,2,27.78,20.45,0,0,0,99.14,5.41
2019,5,24,3,27.55,20.63,0,0,0,99.14,4.96
2019,5,24,4,27.37,20.75,0,0,0,99.17,4.42
2019,5,24,5,27.28,20.75,0,9.86,7.45,99.22,4.01
2019,5,24,6,28.18,20.63,0.01,99.73,109.38,99.29,3.86
2019,5,24,7,30.07,20.32,0,274.42,298,99.34,4.56
2019,5,24,8,32.22,19.71,0,496.92,508.58,99.36,4.61
2019,5,24,9,34.58,18.92,0.23,681.98,696.42,99.38,3.93
2019,5,24,10,36.94,17.76,0.17,820.02,837.83,99.34,2.63
2019,5,24,11,39.39,16.54,0.1,887.16,923.98,99.27,1.5
2019,5,24,12,41.22,15.56,0.06,814.69,846.33,99.16,1.08
2019,5,24,13,42.33,14.83,0.04,782.18,795.98,99.05,1.25
2019,5,24,14,42.8,14.4,0.04,676.62,682.48,98.95,1.76
2019,5,24,15,42.65,14.1,0.04,519.66,519.33,98.86,2.33
2019,5,24,16,41.96,13.98,0.04,336.29,329.55,98.79,3.57
2019,5,24,17,40.02,15.14,0.06,141.75,145.58,98.77,6.52
2019,5,24,18,36.4,17.21,0.06,19.89,18.1,98.8,8.8
2019,5,24,19,33.68,18.13,0.08,0,0,98.86,9.51
2019,5,24,20,31.96,18.68,0.07,0,0,98.92,8.88
2019,5,24,21,30.74,18.92,0.06,0,0,98.97,8.11
2019,5,24,22,29.84,18.92,0.05,0,0,98.99,7.48
2019,5,24,23,29.08,18.92,0.06,0,0,98.97,7.02
2019,5,25,0,28.41,18.92,0.06,0,0,98.93,6.47
2019,5,25,1,27.88,18.92,0.06,0,0,98.9,5.75
2019,5,25,2,27.43,18.98,0.06,0,0,98.88,4.93
2019,5,25,3,27.04,19.1,0.07,0,0,98.87,4.29
2019,5,25,4,26.65,19.29,0.09,0,0,98.9,3.82
2019,5,25,5,26.37,19.47,0.09,10.82,7.5,98.95,3.48
2019,5,25,6,27.23,19.59,0.13,82.19,106.33,99.04,3.31
2019,5,25,7,29.32,19.59,0.17,227.66,293.17,99.11,3.82
2019,5,25,8,31.69,19.29,0.17,384.11,499.38,99.16,3.47
2019,5,25,9,34.19,18.62,0.07,550.05,684.02,99.18,2.68
2019,5,25,10,36.8,17.64,0.06,641.95,822.8,99.17,1.55
2019,5,25,11,39.58,15.99,0.06,788.5,901.12,99.11,0.98
2019,5,25,12,41.53,14.77,0.04,817.57,910.77,99,2.03
2019,5,25,13,42.25,14.47,0.04,709.39,849.85,98.9,2.59
2019,5,25,14,42.32,14.53,0.04,632.95,726.08,98.8,2.73
2019,5,25,15,41.75,14.71,0.12,479.18,549.67,98.75,2.83
2019,5,25,16,40.43,15.14,0.34,301.14,342.67,98.73,3.35
2019,5,25,17,38.04,17.03,0.96,106.87,143.92,98.76,4.78
2019,5,25,18,34.48,20.02,1.65,13.62,17.75,98.85,6
2019,5,25,19,32.02,21.36,1.96,0,0,98.97,6.34
2019,5,25,20,30.58,22.09,1.54,0,0,99.05,6.42
2019,5,25,21,29.84,22.34,0.47,0,0,99.08,6.63
2019,5,25,22,29.41,22.46,0.22,0,0,99.07,6.55
2019,5,25,23,29.12,22.46,0.14,0,0,99.04,6.15
2019,5,26,0,28.96,22.4,0.13,0,0,98.99,5.76
2019,5,26,1,28.87,22.16,0.08,0,0,98.93,5.55
2019,5,26,2,28.65,21.91,0.05,0,0,98.88,5.36
2019,5,26,3,28.27,21.85,0.07,0,0,98.88,5.12
2019,5,26,4,27.97,21.85,0.06,0,0,98.93,4.71
2019,5,26,5,27.72,21.91,0.08,8.98,7.3,99.02,4.19
2019,5,26,6,28.24,21.91,0.09,99.7,102.38,99.13,3.48
2019,5,26,7,29.77,21.55,0.1,252.39,281.27,99.21,2.76
2019,5,26,8,32.76,18.68,0.07,435.21,490.8,99.27,2.21
2019,5,26,9,36.25,14.16,0,663.84,680.25,99.28,2.32
2019,5,26,10,38.19,12.08,0,789.73,817.5,99.27,2.44
2019,5,26,11,39.42,11.17,0,811.72,885.3,99.22,2.54
2019,5,26,12,40.34,10.74,0,778.99,813.55,99.15,2.7
2019,5,26,13,40.9,10.5,0,752.24,763.4,99.06,2.75
2019,5,26,14,41.03,10.38,0,649.25,653.67,98.98,2.6
2019,5,26,15,40.7,10.25,0,504.67,505.2,98.92,1.94
2019,5,26,16,40.04,10.19,0,331.07,323.42,98.88,0.77
2019,5,26,17,38.79,11.41,0,135.16,133.77,98.86,1.47
2019,5,26,18,34.9,15.26,0,21.17,17.42,98.89,4.86
2019,5,26,19,32.23,15.5,0,0,0,98.94,7.49
2019,5,26,20,30.9,17.21,0,0,0,99.01,8.08
2019,5,26,21,29.8,19.29,0,0,0,99.08,7.53
2019,5,26,22,29.12,20.63,0,0,0,99.12,6.77
2019,5,26,23,28.66,21.06,0,0,0,99.11,6.11
2019,5,27,0,28.31,21.06,0,0,0,99.08,5.46
2019,5,27,1,28.02,20.87,0,0,0,99.05,4.91
2019,5,27,2,27.66,20.63,0,0,0,99.04,4.5
2019,5,27,3,27.34,20.39,0,0,0,99.04,4.41
2019,5,27,4,27.07,20.08,0,0,0,99.07,4.36
2019,5,27,5,26.9,19.9,0,11.08,8.08,99.13,4.23
2019,5,27,6,28.5,19.71,0,110.81,116.3,99.21,3.56
2019,5,27,7,30.92,19.35,0,262.79,313.1,99.28,2.96
2019,5,27,8,34.82,17.4,0,434.93,528.9,99.31,3.29
2019,5,27,9,37.33,15.81,0,656.53,719.02,99.33,2.5
2019,5,27,10,39.06,14.4,0,826.89,861.17,99.3,1.46
2019,5,27,11,40.3,13.37,0,892.56,940.1,99.25,0.89
2019,5,27,12,41.11,12.7,0,884.86,922.42,99.16,0.7
2019,5,27,13,41.54,12.21,0,844.74,857,99.07,0.71
2019,5,27,14,41.63,11.72,0,709.48,727.12,98.97,0.93
2019,5,27,15,41.37,11.47,0,531.71,548.17,98.89,1.87
2019,5,27,16,40.64,11.6,0,339.88,341.8,98.83,3.42
2019,5,27,17,38.75,13.12,0,145.34,148.73,98.84,5.96
2019,5,27,18,35.33,15.99,0,22.7,18.88,98.89,8.55
2019,5,27,19,32.91,17.94,0,0,0,98.97,9.48
2019,5,27,20,31.6,19.04,0,0,0,99.06,8.96
2019,5,27,21,30.73,19.65,0,0,0,99.11,7.97
2019,5,27,22,30.08,20.02,0,0,0,99.13,6.99
2019,5,27,23,29.56,20.08,0,0,0,99.1,6.35
2019,5,28,0,29.06,20.08,0,0,0,99.06,5.92
2019,5,28,1,28.62,20.02,0,0,0,99.03,5.64
2019,5,28,2,28.2,19.9,0,0,0,98.99,5.4
2019,5,28,3,27.72,19.9,0,0,0,98.98,4.93
2019,5,28,4,27.23,19.9,0,0,0,99.01,4.35
2019,5,28,5,26.89,19.9,0,11.01,8.2,99.07,3.91
2019,5,28,6,27.8,19.84,0,119.2,116.35,99.15,3.25
2019,5,28,7,30.15,19.78,0,288.28,309.08,99.21,3.14
2019,5,28,8,33.09,18.74,0,508.56,520.05,99.24,2.75
2019,5,28,9,36.25,16.36,0.01,696.96,706.92,99.25,1.8
2019,5,28,10,38.64,14.1,0,830.91,847.08,99.24,0.87
2019,5,28,11,40.3,12.76,0,888.89,926.12,99.18,0.79
2019,5,28,12,41.4,12.08,0,906.25,940.52,99.11,1.48
2019,5,28,13,42.01,11.72,0,863.42,876.6,99.01,2.11
2019,5,28,14,42.08,11.6,0,745.07,749.7,98.93,2.69
2019,5,28,15,41.64,11.6,0,569.88,569.17,98.86,3.26
2019,5,28,16,40.76,11.9,0,368.15,360.95,98.83,3.96
2019,5,28,17,39.05,13.06,0,161.48,157.65,98.83,5.88
2019,5,28,18,35.8,15.5,0,24.19,19.9,98.87,8.55
2019,5,28,19,33.2,17.27,0,0,0,98.95,9.69
2019,5,28,20,31.51,18.49,0,0,0,99.03,9.25
2019,5,28,21,30.42,19.1,0,0,0,99.08,7.89
2019,5,28,22,29.73,19.29,0,0,0,99.1,6.92
2019,5,28,23,29.17,19.23,0,0,0,99.06,6.17
2019,5,29,0,28.69,19.04,0,0,0,99.01,5.42
2019,5,29,1,28.23,18.92,0,0,0,98.97,4.63
2019,5,29,2,27.76,19.04,0,0,0,98.95,3.82
2019,5,29,3,27.46,19.17,0,0,0,98.94,3.12
2019,5,29,4,27.09,19.41,0,0,0,98.97,2.52
2019,5,29,5,26.82,19.47,0,11.11,8.1,99.03,1.94
2019,5,29,6,27.87,19.1,0.01,114.21,112.42,99.11,1.43
2019,5,29,7,30.15,18.74,0.02,301.91,300.6,99.16,1.47
2019,5,29,8,34.15,17.15,0.01,500.83,509.92,99.18,2.31
2019,5,29,9,37.76,15.01,0,682.4,696.6,99.18,1.96
2019,5,29,10,39.93,13.61,0,819.87,836.35,99.16,1.36
2019,5,29,11,41.43,12.45,0,873.6,914.77,99.1,1.09
2019,5,29,12,42.43,11.6,0,844.9,880.02,99.03,1.05
2019,5,29,13,42.94,10.93,0,809.8,823.98,98.94,1.05
2019,5,29,14,42.99,10.5,0,700.52,705.3,98.86,0.99
2019,5,29,15,42.64,10.13,0,537.4,537.08,98.78,0.93
2019,5,29,16,41.82,10.13,0,348.16,341.23,98.73,1.69
2019,5,29,17,40.04,11.54,0,164.72,160.17,98.72,4.17
2019,5,29,18,36.23,14.65,0,24.45,20.38,98.75,7.83
2019,5,29,19,33.62,16.6,0,0,0,98.85,9.66
2019,5,29,20,31.87,18.43,0,0,0,98.96,9.56
2019,5,29,21,30.9,18.98,0,0,0,99.01,8.6
2019,5,29,22,30.32,18.92,0,0,0,99.03,7.71
2019,5,29,23,29.75,18.86,0,0,0,99,6.82
2019,5,30,0,29.12,18.8,0,0,0,98.96,5.98
2019,5,30,1,28.52,18.74,0,0,0,98.93,5.41
2019,5,30,2,27.96,18.74,0,0,0,98.91,4.99
2019,5,30,3,27.4,18.55,0,0,0,98.91,4.97
2019,5,30,4,26.8,18.31,0,0,0,98.94,5.01
2019,5,30,5,26.18,18.07,0,11.45,8.85,99,5.02
2019,5,30,6,27.23,17.88,0,128.77,127.35,99.06,4.27
2019,5,30,7,29.77,17.58,0.01,320.51,330.77,99.11,3.38
2019,5,30,8,33.88,15.56,0,528.96,544.4,99.13,3.03
2019,5,30,9,38.19,11.41,0.01,696.3,730.73,99.14,2.2
2019,5,30,10,41,8.85,0,846.81,868.5,99.12,1.72
2019,5,30,11,42.55,8.12,0,904.56,942.98,99.07,1.69
2019,5,30,12,43.49,7.75,0,869.71,904.98,98.99,1.85
2019,5,30,13,44.02,7.69,0,807.21,846.23,98.88,2.13
2019,5,30,14,44.08,7.87,0,715.11,724.4,98.79,2.57
2019,5,30,15,43.65,8.12,0,554.31,554.85,98.71,3.14
2019,5,30,16,42.73,8.61,0.01,351.98,351.7,98.66,4.08
2019,5,30,17,40.55,10.86,0.01,146.26,156.9,98.65,6.2
2019,5,30,18,36.83,13.85,0.01,23.25,20.8,98.69,9.17
2019,5,30,19,34.51,15.99,0.01,0,0,98.77,10.45
2019,5,30,20,32.94,17.27,0.01,0,0,98.84,10.03
2019,5,30,21,31.85,17.82,0.01,0,0,98.9,9.34
2019,5,30,22,30.91,18.01,0.02,0,0,98.95,8.59
2019,5,30,23,30.05,18.07,0.02,0,0,98.95,7.78
2019,5,31,0,29.29,18.13,0.02,0,0,98.94,7.01
2019,5,31,1,28.62,18.19,0.01,0,0,98.93,6.45
2019,5,31,2,28.03,18.19,0.02,0,0,98.94,6.06
2019,5,31,3,27.49,18.37,0.03,0,0,98.96,5.53
2019,5,31,4,27.05,18.62,0.04,0,0,99,5.46
2019,5,31,5,26.73,18.92,0.09,11.02,7.95,99.05,5.62
2019,5,31,6,27.59,19.29,0.19,100.23,105.98,99.13,5.64
2019,5,31,7,30.11,18.98,0.18,244.62,288.08,99.18,6.08
2019,5,31,8,33.14,18.25,0.1,390.02,488.5,99.23,5.95
2019,5,31,9,36.37,16.91,0.15,524.78,667.7,99.24,5.76
2019,5,31,10,39.01,15.69,0.1,656.64,815.23,99.22,5.34
2019,5,31,11,40.76,14.89,0.08,719.74,893.48,99.15,4.92
2019,5,31,12,41.72,14.34,0.13,713.57,782.3,99.06,4.58
2019,5,31,13,42.2,14.04,0.23,625.62,726.67,98.96,4.27
2019,5,31,14,42.11,14.04,0.78,593.01,610.67,98.87,4.13
2019,5,31,15,41.37,14.22,1.18,462.38,463.8,98.8,4.22
2019,5,31,16,39.94,14.83,1.61,297.73,291.33,98.75,4.93
2019,5,31,17,37.19,17.46,1.56,119.98,122.12,98.74,7.07
2019,5,31,18,33.8,19.17,1.06,17.87,17.38,98.77,8.96
2019,5,31,19,31.33,19.84,0.41,0,0,98.85,9.43
2019,5,31,20,29.87,20.45,0.03,0,0,98.94,8.54
2019,5,31,21,29.1,20.75,0.01,0,0,99.02,7.78
2019,5,31,22,28.67,20.81,0.02,0,0,99.08,7.34
2019,5,31,23,28.23,20.75,0.04,0,0,99.08,6.87
2019,6,1,0,27.8,20.69,0.02,0,0,99.05,6.5
2019,6,1,1,27.4,20.63,0.01,0,0,99.02,6.06
2019,6,1,2,27.05,20.57,0.01,0,0,98.99,5.56
2019,6,1,3,26.79,20.63,0,0,0,98.98,4.83
2019,6,1,4,26.59,20.63,0,0,0,99.02,4.24
2019,6,1,5,26.53,20.69,0,10.81,7.83,99.08,3.85
2019,6,1,6,27.72,20.57,0.01,95.55,102.45,99.17,3.58
2019,6,1,7,29.97,20.14,0.11,257.25,281.25,99.25,4.1
2019,6,1,8,32.56,19.65,0.27,438.48,483.08,99.3,3.64
2019,6,1,9,35.38,18.74,0,624.82,666.52,99.3,3.07
2019,6,1,10,38.07,17.27,0,769.84,801.38,99.26,2.47
2019,6,1,11,40.18,15.93,0,811.24,884.58,99.18,1.91
2019,6,1,12,41.54,14.65,0,836.45,872.3,99.07,1.48
2019,6,1,13,42.33,13.61,0,790.88,816.15,98.96,1.16
2019,6,1,14,42.6,12.88,0,691.3,698.33,98.87,0.79
2019,6,1,15,42.36,12.39,0,535.09,535.6,98.8,0.48
2019,6,1,16,41.72,12.27,0,348.51,342.45,98.75,1.15
2019,6,1,17,40.07,13.43,0,173.74,168.9,98.74,3.51
2019,6,1,18,36.38,16.48,0,25.2,21.2,98.77,6.46
2019,6,1,19,33.72,17.27,0,0,0,98.87,8.28
2019,6,1,20,31.68,18.68,0,0,0,98.98,8.43
2019,6,1,21,30.46,19.59,0,0,0,99.08,7.85
2019,6,1,22,29.87,19.96,0,0,0,99.13,7.1
2019,6,1,23,29.42,20.02,0,0,0,99.15,6.24
2019,6,2,0,28.93,20.08,0,0,0,99.13,5.55
2019,6,2,1,28.54,20.08,0,0,0,99.11,5.26
2019,6,2,2,28.23,19.96,0,0,0,99.1,5.23
2019,6,2,3,27.89,19.96,0,0,0,99.09,4.92
2019,6,2,4,27.62,20.02,0,0,0,99.11,4.86
2019,6,2,5,27.46,20.2,0,11.23,8.02,99.15,4.94
2019,6,2,6,28.47,20.32,0,87.98,106.3,99.21,4.97
2019,6,2,7,30.61,20.08,0,228.49,288.65,99.25,5.34
2019,6,2,8,33.33,19.23,0,374.93,490.08,99.26,5.4
2019,6,2,9,36.18,18.07,0,410.31,670.65,99.25,5.49
2019,6,2,10,38.73,17.15,0,459,801.9,99.22,5.32
2019,6,2,11,40.69,16.36,0.01,536,881.58,99.15,4.69
2019,6,2,12,41.9,15.75,0.01,603.03,828.38,99.06,3.82
2019,6,2,13,42.61,15.26,0.02,567.7,770.05,98.95,3.09
2019,6,2,14,42.69,15.01,0.08,393.12,651.65,98.84,3.19
2019,6,2,15,41.77,15.14,0.26,233.2,479.85,98.77,4.19
2019,6,2,16,39.02,16.05,0.72,112.85,301.85,98.77,5.69
2019,6,2,17,35.79,17.82,1.02,48.68,129.25,98.86,6.79
2019,6,2,18,32.86,19.47,0.83,13.82,18.55,98.96,7.2
2019,6,2,19,30.79,20.2,0.34,0,0,99.07,7.89
2019,6,2,20,29.39,20.63,0.11,0,0,99.16,8.2
2019,6,2,21,28.54,21.12,0.08,0,0,99.24,7.88
2019,6,2,22,28.15,21.3,0.06,0,0,99.3,7.16
2019,6,2,23,27.9,21.3,0.05,0,0,99.3,6.53
2019,6,3,0,27.7,21.24,0.05,0,0,99.25,6.3
2019,6,3,1,27.46,21.24,0.05,0,0,99.21,6.13
2019,6,3,2,27.27,21.24,0.05,0,0,99.18,5.88
2019,6,3,3,27.09,21.18,0.07,0,0,99.19,5.19
2019,6,3,4,26.9,21.12,0.08,0,0,99.21,3.95
2019,6,3,5,26.8,21.06,0.08,9.52,7.35,99.26,2.63
2019,6,3,6,27.72,20.63,0.09,51.98,95.83,99.34,2.19
2019,6,3,7,29.37,19.84,0.08,194.93,266.77,99.37,2.81
2019,6,3,8,31.58,18.68,0.06,342.59,457.62,99.38,2.85
2019,6,3,9,34.42,17.4,0.07,535.41,642.48,99.38,2.71
2019,6,3,10,36.44,16.66,0.05,698.27,785.17,99.34,2.38
